input_text,reference,greedy,beam,top_k,top_p,greedy_overlap,greedy_model,beam_overlap,beam_model,top_k_overlap,top_k_model,top_p_overlap,top_p_model
"#Person1#: Could you do me a favor?
#Person2#: Sure. What is it?
#Person1#: Could you run over to the store? We need a few things.
#Person2#: All right. What do you want me to get?
#Person1#: Well, could you pick up some sugar?
#Person2#: Okay. How much?
#Person1#: A small bag. I guess we also need a few oranges.
#Person2#: How many?
#Person1#: Oh, let's see. . . About six.
#Person2#: Anything else?
#Person1#: Yes. We're out of milk.
#Person2#: Okay. How much do you want me to get? A gallon?
#Person1#: No. I think a half gallon will be enough.
#Person2#: Is that all?
#Person1#: I think so. Have you got all that?
#Person2#: Yes. That's small bag of sugar, four oranges, and a half gallon of milk.
#Person1#: Do you have enough money?
#Person2#: I think so.
#Person1#: Thanks very much. I appreciate it.","#Person1# asks #Person2# to do a favor. #Person2# agrees and helps buy a small bag of sugar, six oranges, and a half-gallon of milk.",. #Person1# asks #Person2# to pick up some sugar. #Person2# asks #Person1# to pick up some sugar. #Person2# thinks a half gallon will be enough.,"#Person1# asks #Person2# to pick up some sugar, four oranges, and a half gallon of milk.","is getting a little stuff. She thinks she need about six in a larger bag of sugar, four oranges, and a half gallon of milk.",". #Person2# thinks he wants to get three bags of sugar, four oranges, and a half gallon of milk.",0.3673469387755102,0.8735420107841492,0.5853658536585366,0.9400820732116699,0.48,0.8248463869094849,0.5116279069767442,0.9015828371047974
"#Person1#: Look! This picture of Mom in her cap and gown.
#Person2#: Isn't it lovely! That's when she got her Master's Degree from Miami University.
#Person1#: Yes, we are very proud of her.
#Person2#: Oh, that's a nice one of all of you together. Do you have the negative? May I have a copy?
#Person1#: Surely, I'll have one made for you. You want a print?
#Person2#: No. I'd like a slide, I have a new projector.
#Person1#: I'd like to see that myself.
#Person2#: Have a wallet size print made for me, too.
#Person1#: Certainly.",#Person2# thinks the picture is lovely and asks #Person1# to give a slide and a wallet-size print.,is proud of Mom. #Person1# and #Person2# are very proud of Mom. They have a wallet size print made for them.,#Person1# and #Person2# have a wallet size print made for #Person1#.,says Mom is Take it too. Then I want a wallet size print. They also have a copy.,". It looks lovely, Dad and Mom is great. #Person1# and Mom are proud of their respective lives. They wish the little baby, so #Person1# will have a wallet size print made for them.",0.358974358974359,0.8312353491783142,0.41379310344827586,0.8702000379562378,0.2777777777777778,0.7934287190437317,0.3137254901960784,0.8340681791305542
"#Person1#: Did Bean send these dirty jokes to you, too? Look!
#Person2#: What a creep! Phony good luck e-mails are one thing, but sexual harassment is crossing the line.
#Person1#: No wonder he asked for my address first-he just wants to harass me!
#Person2#: You could try using a spam filter to reject stuff that's obviously pornographic or anything else you don't want.",#Person2# suggests #Person1# use a spam filter to reject Bean's pornographic stuff.,asks Bean to send dirty jokes to Bean and Bean. #Person2# asks for Bean's address and Bean wants to harass him.,"#Person2# asks #Person1# to send dirty jokes to Bean, but sexual harassment is crossing the line. #Person2# uses a spam filter to reject pornographic stuff.",’s and Bean's weird jokes. #Person1# asks for Bean's address before she'll harass her. #Person2# asks Bean to spam her and Bean wants to harass her.,Bean sent these dirty jokes to Bean and #Person2# looks like a creep! #Person2# asks Bean the address after it asks for his address-he just wants to harass him.,0.1714285714285714,0.8250835537910461,0.47368421052631576,0.9155523180961609,0.14285714285714288,0.8287630677223206,0.13953488372093023,0.8084298372268677
"#Person1#: How old is Keith?
#Person2#: He's 21. how old is James?
#Person1#: He's a year older than Keith, but he looks younger.
#Person2#: How's your father?
#Person1#: He's fine. He retired last week. It's turning going in his life. Now he can relax and enjoy his retirement.
#Person2#: He can spend more time with his grandchildren.
#Person1#: Oh, I don't think he wants to. He wants to travel to several different countries around the world.
#Person2#: So, he wants to have a more active retirement. Good idea!
#Person1#: How do you want to spend your old age?
#Person2#: In the same way, probably.",#Person1# and #Person2# are talking about their families' ages. #Person2#'s father wants to travel around the world after retirement.,wants to have a more active retirement. James wants to spend his old age with his grandchildren. James wants to spend more time with his grandchildren.,wants to have a more active retirement. #Person1# wants to spend his old age. #Person2# wants to spend more time with his grandchildren.,"looks younger, and Keith can relax and enjoy his retirement, while James thinks Keith wants to have a more active retirement.",is now aged 21 and Keith is older and James thinks he wants to spend less time with his grandchildren.,0.13043478260869565,0.7346174716949463,0.18604651162790697,0.8242725729942322,0.1951219512195122,0.7272836565971375,0.15,0.7249037027359009
"#Person1#: What kind of music do you like listening to?
#Person2#: I like music that has a fast beat and is lively, like dance music. You know, I go to a disco almost every week. Sometimes it's too loud though. You prefer classical music, don't you?
#Person1#: Yes, I do. I find it very relaxing. I often listen to Mozart or Bach in the evening after a hard day at work.
#Person2#: I must admit that I like several pieces of classical music. It's certainly more sophisticated that modern dance music.
#Person1#: Classical music is supposed to be good for you brain. Research suggest that it makes your brain more active. Students who listen to classical music while studying perform better.
#Person2#: Really? Perhaps I should listen to classical music often. I heard that listening to classical music is helpful in reducing stress.
#Person1#: Yes. That's why I listen to it in the evenings. I usually play it as background music while I'm cooking or doing other housework.
#Person2#: I'Ve got a few classical music CD's. I should follow your lead and increase my brian power.
#Person1#: You can find plenty of recording on the internet too. You can listen to samples and then buy them very cheaply if you like them.
#Person2#: That's a good idea. You should do the same with some music. You might find something you like. Classical music might make you clever, but dance might make you livelier and happier.
#Person1#: That's true. There's clear evidence that people who listen to lively music are lively people. Music can influence a person's feeling and character.","#Person2# likes dance music while #Person1# prefers classical music. #Person1# suggests #Person2# listen to more classical music because it can make the brain more active and reduce stress. #Person2# tells #Person1# classical music makes #Person2# clever, but dance makes #Person1# livelier and happier.","that #Person1# likes classical music. #Person2# likes music that has a fast beat and is lively, like dance music. #Person1# likes classical music. #Person2# prefers classical music. #Person1# recommends music that is lively and has a fast beat and is lively. #Person2#","listens to music that has a fast beat and is lively, like dance music. #Person1# likes music that has a fast beat and is lively, like dance music. #Person2# prefers classical music, but #Person1# thinks it's more sophisticated than modern dance music. #Person1# suggests #Person2#","Listen to Classical Music because it's not complex. #Person2# agrees to go to a disco every week, and #Person1# gets some classical music CD's for better learning. #Person1# recommends #Person2# to listen to music, and try to do the same with some of the music online, but #P","listens to music that has a fast beat and is lively, like dance music. I prefer classical music. They also prefer a lot of classical music and they do, and they're influenced by the musicality of music.",0.3058823529411765,0.8657373189926147,0.24719101123595508,0.8748351335525513,0.2580645161290322,0.8542570471763611,0.19753086419753085,0.7525187730789185
"#Person1#: I am confused by what he said.
#Person2#: Why do you say that?
#Person1#: I don't know what he wants to do. Does he want help me or just scold me?
#Person2#: Think a little. I think he means well at the bottom of his heart.",#Person1# tells #Person2# #Person1#'s confused by the man's words.,#Person1# is confused by what he said. #Person2# thinks he means well at the bottom of his heart.,#Person1# is confused by what he said. #Person2# thinks he means well at the bottom of his heart.,takes the message. #Person2# tells #Person2# #Person1# is confused by what he got. I think he means well at the bottom of his heart.,", #Person1# has confused by what he said. #Person1# thinks he means well at the bottom of his heart.",0.27586206896551724,0.8659039735794067,0.27586206896551724,0.8659039735794067,0.34285714285714286,0.8703162670135498,0.27586206896551724,0.8594143986701965
"#Person1#: Tell me something about your Valentine's Day.
#Person2#: Ok, on that day, boys usually give roses to the sweet hearts and girls give them chocolate in return.
#Person1#: So romantic. young people must have lot of fun.
#Person2#: Yeah, that is what the holiday is for, isn't it?",#Person2# tells #Person1# their Valentine's Day. #Person1# feels it's romantic.,#Person1# tells #Person2# about Valentine's Day and #Person2# tells #Person1# about Valentine's Day.,#Person1# tells #Person2# something about Valentine's Day. #Person2# tells #Person1# about Valentine's Day.,"#Person1# asks #Person1# a topic about Valentine's Day and other romantic gifts. Everyone celebrates Valentine's Day, unless the boys give roses or chocolate.","#Person1# tells #Person2# something about Valentine's Day for #Person1#'s Day, but #Person2# and #Person2# are at the holiday party.",0.4444444444444445,0.9023534059524536,0.4444444444444445,0.9182446002960205,0.2702702702702703,0.8614182472229004,0.36363636363636365,0.8886397480964661
"#Person1#: Are these your triplets? They're beautiful! I'Ve seen other babies who were nothing but skin and bones at their age. You know, they're absolutely identical of you and John! Are you planning on having any more?
#Person2#: Bite your tongue! I'm already at the end of my rope. Some nights I don't sleep at all. John manages to sleep like a log even when the babies are screaming at the top of their lungs.
#Person1#: Well, tell me. How was the labor and delivery?
#Person2#: I wouldn't say that I had the time of my life but at least everything went without a hitch.
#Person1#: Well, hang in there. In twenty years, you'll fell it was well worth it!",#Person1# asks #Person2# whether she plans on having more babies. #Person2# refuses because #Person2# even has no time to sleep when they're screaming.,tells John John the triplets are beautiful. John tells John John the babies were beautiful and John manages to sleep like a log even when the babies are screaming at the top of their lungs.,#Person1# tells #Person2# John's triplets are beautiful and John manages to sleep like a log even when the babies are screaming at the top of their lungs.,"is thinking about having more babies. John helps him stay in the rope so John can sleep like a log even wenn the babies are shouting at the top of their lungs. #Person1# says he has two great kids, the best of them.","Then, #Person1# and John recommend the three twins. #Person2# is surprised by John's birth, and John realizes the pain. John feels the pain, his stomach and tongue.",0.1694915254237288,0.7454251050949097,0.23076923076923075,0.831889808177948,0.14925373134328357,0.7997174859046936,0.07692307692307691,0.8006026744842529
"#Person1#: Whoa, look at all those ice cream choices!
#Person2#: Yes, that is a lot of choices. What is your favorite?
#Person1#: I love anything with chocolate the best.
#Person2#: I like chocolate myself.
#Person1#: Is there any kind of ice cream you don't like?
#Person2#: I really don't like any ice cream with nuts in it.
#Person1#: I haven't ever cared for that myself.
#Person2#: Have you ever had garlic ice cream?
#Person1#: That sounds absolutely disgusting!
#Person2#: It was. Let's stick with the regular choices today, though.",#Person1# and #Person2# are talking about different choices of ice cream. They decide to choose regular ones.,. #Person1# and #Person2# are talking about all the ice cream choices today.,asks #Person1# to stick with the regular choices today.,is disgusting. #Person1# can't find all the ice cream choices. #Person2# feels disgusting.,". and #Person1# agrees. #Person1# likes all the options. #Person2# tells #Person2# they like chocolate, ice cream, nuts, and garlic ice cream.",0.5517241379310345,0.9259647727012634,0.23076923076923078,0.8216428756713867,0.1935483870967742,0.838485598564148,0.21052631578947367,0.8608494997024536
"#Person1#: So will you come to work with us?
#Person2#: Can I use my green pad again to write you admiring notes?
#Person1#: We'll have to negotiate that. It's a possibility.
#Person2#: You miss me, don't you?
#Person1#: Don't push your luck, Dave.
#Person2#: OK, I'm in. When do I start?
#Person1#: As soon as you can get here. We'll be waiting for you.","#Person1# invites Dave to work together, and Dave agrees.",Dave will come to work with Dave. Dave will have to negotiate that.,Dave will come to work with Dave. #Person1# asks Dave to use his green pad again to write you admiring notes.,Dave proposes to work with #Person1# for Dave. Dave will go and write nice notes.,Dave'll come to work with #Person1# and Dave will negotiate that. But Dave will work with #Person2#.,0.3636363636363637,0.8002701997756958,0.26666666666666666,0.8490087985992432,0.33333333333333337,0.8623535633087158,0.3703703703703704,0.8399442434310913
"#Person1#: How do you put this seat back? I know there is a lever somewhere.
#Person2#: What are you doing?
#Person1#: I'm getting dressed, what does it look like?
#Person2#: It looks like you are about to get dressed. Did you forget we are in a car on the road?
#Person1#: I'm good at this. Nobody will see anything.
#Person2#: Are you kidding? You're going to cause an accident just from people gawking!
#Person1#: All right, pull over at that service station and I'll dress in the ladies'room.
#Person2#: That will be my pleasure.","#Person1#'s getting dressed in the car, and #Person2# warns her not. #Person1#'ll get dressed at the service station.",is getting dressed. #Person1# will pull over at the service station and I'll dress in the ladies'room.,#Person1# and #Person2# will dress in the ladies'room.,"#Person1# asks #Person2# how to put a seat back to a new place. #Person2# says #Person1# is getting dressed, what does it look like?",to take their seat back to get dressed. #Person2# asks #Person1# to pull over at the service station and she dresses in the ladies'room.,0.358974358974359,0.8672628998756409,0.2758620689655173,0.8526085019111633,0.1818181818181818,0.8417962789535522,0.3111111111111111,0.8640962839126587
"#Person1#: We're supposed to check in at the Air China's counter 30 minutes before take-off, Joe.
#Person2#: Yes, I know. The boarding time on the ticket says 17:05, and now it's 16:15. I guess we have plenty of time.
#Person1#: Do we need to show our ID cards when checking in?
#Person2#: Yes. It's essential.
#Person1#: What about our luggage?
#Person2#: We can check it and hand carry the small bags. And we have to open each for inspection.
#Person1#: Are they going to frisk all the passengers?
#Person2#: I think so. We certainly don't want a hijack to happen on the plane today.",#Person1# asks #Person2# what they need to do when they check in at the Air China's counter.,Joe and Joe will check in at Air China's counter 30 minutes before take-off. Joe asks Joe to show ID cards when checking in. Joe asks Joe to check in at the Air China counter and hand carry the small bags. Joe says they will frisk all the passengers.,#Person1# asks Joe to check in at Air China's counter 30 minutes before take-off. Joe asks Joe to show ID cards when checking in and hand carry the small bags.,#Person1# asked Joe if they're going to frisk all the passengers. Joe says they want a hijack on the plane today.,"Joe says he wants a hijack on the plane. Joe tells Joe that Joe'll check in at the Air China's counter 30 minutes before take-off, and Joe wants the luggage checked and hand carry.",0.2898550724637681,0.788112223148346,0.39999999999999997,0.8517315983772278,0.25,0.8105944991111755,0.2909090909090909,0.7820352911949158
"#Person1#: I've heard that you provide very good service, so when I need a mover, I call you guys first.
#Person2#: Thanks a lot for calling us. Could you tell me more about what you need us to do?
#Person1#: Oh, you see, we are on the 8th floor, and moving into the 6th floor in another building. It is about 15 kilometers to get there.
#Person2#: OK, the cost depends on the floor to move to, the distance between two places and the amount of the furniture to move.
#Person1#: How much will it cost in that case?
#Person2#: Oh, let me see. It fits the second standard rates. Have a look at the contract, please.
#Person1#: Your charge is divided into two parts, the Payment in Advance and the rest. I thought that I should pay all of it before moving.
#Person2#: No, firstly we sign the contract ; you pay 50 % of what it costs, and the rest when we finish moving.
#Person1#: The damage and compensation item confuses me. Could you give some explanation?
#Person2#: OK. If any of the articles was damaged during moving, you may make a claim for compensation with our department.",#Person1# calls #Person2# because #Person1# needs a mover. #Person1# tells #Person2# what needs them to do and asks for the cost. #Person2# shows the contract and explains the cost and compensation.,"asks #Person1# to sign the contract. #Person2# tells #Person1# the cost depends on the floor to move to, the distance between two places and the amount of the furniture to move.","asks #Person1# to sign the contract. #Person2# tells #Person1# the cost depends on the floor to move to, the distance between two places and the amount of the furniture to move.","The work is not cheap, but for the mover, #Person1# thinks it will be expensive. Everyone comes to see the contract and the value of the furniture. The charge is divided into two parts; Payment in Advance and the rest before moving.","asks that #Person1# sign a contract, and then it costs 50 %. The damage and compensation item confuses #Person1#.",0.25806451612903225,0.8689321875572205,0.25806451612903225,0.8689321875572205,0.2191780821917808,0.8201851844787598,0.2857142857142857,0.846298098564148
"#Person1#: Hi, Mike. Haven't seen you for a while. How's Cathy?
#Person2#: We are not seeing each other any more.
#Person1#: What happened? Did you break up?
#Person2#: Yeah. I got sick and tired of her nagging all the time.
#Person1#: Oh, I am sorry. Maybe you were just emotional at that moment. Do you think you guys can get back together?
#Person2#: I don't know. There's plenty of fish out there in the sea!
#Person1#: Oh, you are such a dog!","Mike broke up with Cathy. #Person1# feels sorry, but Mike doesn't want to get back.",Mike tells Mike Mike Cathy is sick and tired of her nagging all the time. Mike tells Mike Mike Cathy is emotional.,Mike tells Mike Mike Cathy got sick and tired of her nagging all the time. Mike tells Mike Mike Cathy is not seeing each other anymore.,"Mike tells Mike Cathy can't see Mike for a while. Mike is sick and tired of her nagging all the time, but Mike tells Cathy Cathy is sorry.",Mike is upset with Mike and Cathy.,0.15789473684210525,0.7759255766868591,0.14285714285714285,0.7762461304664612,0.17777777777777778,0.8028613924980164,0.26086956521739124,0.808741569519043
